id	title	context	triplets
3567	Velocity, the booking platform for premium dining experiences, secures $22.5 million to expand to 29 cities worldwide by 2020	Velocity, the world’s leading discovery and instant booking platform for premium dining experiences, announced today the closing of a $22.5 million Series B funding round led by DIG Investments. Other participants in the round include high-profile hospitality names such as Barry Sternlicht, Founder of Starwood Hotels Group, and John Paul, one of the world’s largest concierge companies. Following an initial $16 million secured in first round financing in 2015, Velocity’s Series B investment serves as one of the largest-ever financial backings for a technology startup in the restaurant industry and will support the company’s expansion to 29 cities worldwide by 2020. Velocity was founded in 2014 and is headquartered in London and New York, with offices in Los Angeles, Miami and San Francisco. Zia Yusuf, the Co-Founder and Co-CEO of Velocity stated: “Our Series B funding is an important step forward in growing our brand, increasing our bandwidth for exciting new features and building our presence in the greatest cities around the world.”	<triplet> Velocity <sub> $22.5 million <obj> RECEIVES  <triplet> DIG Investments <sub> $22.5 million <obj> INVESTS  <triplet> Barry Sternlicht <sub> $22.5 million <obj> INVESTS  <triplet> John Paul <sub> $22.5 million <obj> INVESTS 
1054	Danish startup Airtame raises €4.9 million to take its wireless screen sharing solutions international	Airtame, a leading wireless screen sharing and digital signage platform for schools and businesses, today announced that it has secured over €4.9 million in funding, and appointed two new executives as CFO and CCO. The funding round involved participation from a combination of existing and new investors, as well as Danish investment fund Vækstfonden and Danske Bank. It brings the total external capital raised since Airtame, which launched in 2014, to around €14.1 million. “There is never been a more important time to invest in technology that will help bring people together safely and facilitate more engaging and inclusive meetings and lessons – whether they are in-person, remote, or a combination of the two. Airtame’s combined hardware and software solution is already used by more than 20,000 customers around the world, powering over one million monthly meetings and classes. With this additional funding, we will continue to develop our product and bring smart screen sharing and digital signage technology to even more schools and workplaces around the world,”said Jonas Gyalokay, CEO and co-founder of Airtame.	<triplet> Airtame <sub> €4.9 million <obj> RECEIVES  <triplet> Danske Bank <sub> €4.9 million <obj> INVESTS  <triplet> Vækstfonden <sub> €4.9 million <obj> INVESTS 
687	Estonia-based PayQin nabs €300K to grow its e-wallet service for the underbanked in West Africa	PayQin, a cross-border payment startup that operates a comprehensive e-wallet service for the underbanked in West Africa, is announcing a new €300K seed investment round that takes the company’s funding up to $1 million. The company aims to reach one million daily transactions in a year and envisions a single payment area for the West African countries. PayQin is backed by several business angels and VC companies from the Baltic countries (United Angels VC, Startup Wise Guys), and venture capitalist investors from the US and Africa, including Planet42 co-founder Eerik Oja, and Jānis Krūms, the founder of PlanGrid (acquired by AutoDesk). It is also among the alumni of the Startup Wise Guys accelerator – specifically the first fintech batch powered by Swedbank, the Nordics’ largest bank. Founded in 2017 by Fabrice Amalaman and Pierre-Antoine Sesque, PayQin is driving financial inclusion in Africa’s vast underbanked markets, where the mobile phone use is twice the rate of banking access. PayQin’s customers can store mobile money, use cross-border debit cards, make payments, and manage crypto transactions from a single app.	<triplet> PayQin <sub> €300K <obj> RECEIVES  <triplet> PayQin <sub> $1 million <obj> RECEIVES  <triplet> Eerik Oja <sub> $1 million <obj> INVESTS  <triplet> Jānis Krūms <sub> $1 million <obj> INVESTS  <triplet> Swedbank <sub> $1 million <obj> INVESTS 
2440	German real estate investment platform Exporo raises €43 million to expand to neighbouring countries	Exporo is Hamburg-based real estate crowdfunding platform that allowsanyone to invest in real estate projects that were previously only accessible to institutional or professional investors, starting with as little as €500. Founded in 2014, Exporo is now planning to expand into international markets, and has raised a €43 million round in order to do so. The round was led by Partech with participation from previous investors including e.ventures, Heartcore, and HV Holtzbrinck Ventures. Exporo will invest the additional capital in its platform with new offerings, such as a portfolio creator and a real-time commercial centre. It also plans to expand internationally, with a focus on neighbouring European countries, and expand its team of 140 people, especially in the areas of real estate, sales and IT.	<triplet> Exporo <sub> €43 million <obj> RECEIVES  <triplet> Partech <sub> €43 million <obj> INVESTS  <triplet> previous investors <sub> €43 million <obj> INVESTS  <triplet> e.ventures <sub> €43 million <obj> INVESTS  <triplet> Heartcore <sub> €43 million <obj> INVESTS  <triplet> HV Holtzbrinck Ventures <sub> €43 million <obj> INVESTS 
1440	Healthtech startup Castor lands €10.1 million to further support COVID-19 research	Amsterdam andHoboken-based Castora leading provider of clinical trial technology that automates the research process, has announced that it has raised around €10.1 million in funding. The round was led by Two Sigma Ventures with participation from Hambrecht Ducera Growth Ventures and existing investor INKEF Capital. Castor will use the funding to further invest in enabling patient-centric, data-powered clinical trials. Founded in 2011, Castor is a cloud-based clinical data platform that simplifies the clinical trial process, from recruitment to analysis, for researchers globally. It is used by more than 50,000 users across academia and commercial research, powering more than 4,000 studies with more than 2 million enrolled patients across 90 countries. 192 medical device, biotech, and pharmaceutical companies and contract research organizations (CROs) are using Castor’s platform. Castor made its platform freely available for all non-profitCOVID-19 researchstarting in February. They are one of the only providers that can enable large-scale decentralized trials to accelerate the work of researchers who are trying to combat the disease. More than 200 COVID-19 projects across 33 countries are currently running on the platform, including the World Health Organization’s globalSolidarity trial. Through their platform, more than 10,000,000 COVID-19 data points have been captured and 50 COVID-19 projects have committed to making their data reusable and accessible to others, so that the world can collaborate effectively to stop the disease.	<triplet> Castora <sub> €10.1 million <obj> RECEIVES  <triplet> Two Sigma Ventures <sub> €10.1 million <obj> INVESTS  <triplet> Hambrecht Ducera Growth Ventures <sub> €10.1 million <obj> INVESTS  <triplet> INKEF Capital <sub> €10.1 million <obj> INVESTS  <triplet> Castor <sub> Castora <obj> RECEIVES  <triplet> Castor <sub> Castora <obj> RECEIVES 
2835	Blockchain equity platform Neufund has raised €3 million so far in its Equity Token Offering	Berlin-based Neufund, a Blockchain-based asset tokenization and equity investment platform, has already raised €3 million halfway through its Equity Token Offering – double the offering’s soft cap. Amid volatile crypto markets, most of the capital raised comes in euros from a range of prestigious European investors, including VCs, angels, and private individuals. The public offering of Neufund’s parent company, Fifth Force GmbH, ends on December 16th. This represents the world’s first fully-compliant offering of equity on Blockchain available to the general public. Founded in 2016, Neufund has established a legally-enforceable link between an on-chain token and real-world equity, making the offer compliant under German jurisdiction. The company’s technology enables virtually any incorporated entity worldwide to conduct a public offering on Blockchain.	<triplet> Neufund <sub> €3 million <obj> RECEIVES  <triplet> angels <sub> €3 million <obj> INVESTS  <triplet> private individuals <sub> €3 million <obj> INVESTS  <triplet> VCs <sub> €3 million <obj> INVESTS 
4108	Delivery Hero secures $30 million in Series D financing	Delivery Hero, one of the largest global online food ordering platforms, is bringing more international investors to Berlin after announcing its plan to reach profitability this year. The company today announced that it has received $30 million in a Series D financing lead by Phenomen Ventures and supported by existing investors. Delivery Hero announced that it will primarily invest the money into the strengthening of existing markets and further expanding its position as an innovation leader. The Series C round of delivery hero was about 10 month ago when the young company raised $49 million from Kite Ventures, Kreos Capital and other existing investors. If my calculations are right, Delivery Hero has now raised a total of $134 million since its start in 2010. Keeping that in mind I would say: “Yes, it is about time to get profitable now”. 🙂 Delivery Hero also announced recently that it generates over $400 million in annual turnover and helps its about 35,000 partner restaurants in 14 countries deliver millions of monthly orders across 14 international markets. Phenomen Ventures, having previously financed Fab.com, OneTwoTrip, Hailo and several other high profile tech companies, is making one of its largest investments to date with Delivery Hero.	<triplet> Delivery Hero <sub> $30 million <obj> RECEIVES  <triplet> Phenomen Ventures <sub> $30 million <obj> INVESTS  <triplet> existing investors <sub> $30 million <obj> INVESTS  <triplet> Delivery Hero <sub> $49 million <obj> RECEIVES  <triplet> Kite Ventures <sub> $49 million <obj> INVESTS  <triplet> Kreos Capital <sub> $49 million <obj> INVESTS  <triplet> existing investors <sub> $49 million <obj> INVESTS 
3072	Paris-based Aircall raises $29 million to reinvent the Business Phone	Aircall has just secured $29 million in Series B funding, led by Draper Esprit, with participation from Balderton Capital, NextWorld Capital, eFounders, Newfund and other existing investors, bringing total funding to $40.5 million to-date. Paris-based Aircall will use the fresh capital to accelerate the buildout of its cloud-based phone system, enabling seamless integrations into all the software tools used by modern businesses. The young company will also dedicate portions of the funds to acquire top talent to supplement its growing teams in both the YOU.S. and Europe. Ben Tompkins, Managing Partner at Draper Esprit, commented: “Most business tools have been redefined in recent years to enable collaboration and flexibility across a company. However, for too many teams, the phone remains disconnected from the rest of their everyday tools. The Aircall team is uniquely positioned to change this, which is why we are so excited to make this investment.”	<triplet> Aircall <sub> $29 million <obj> RECEIVES  <triplet> Draper Esprit <sub> $29 million <obj> INVESTS  <triplet> Balderton Capital <sub> $29 million <obj> INVESTS  <triplet> NextWorld Capital <sub> $29 million <obj> INVESTS  <triplet> eFounders <sub> $29 million <obj> INVESTS  <triplet> Newfund <sub> $29 million <obj> INVESTS  <triplet> other existing investors <sub> $29 million <obj> INVESTS 
2343	London-based fintech startup Hokodo awarded €2 million by Horizon 2020 to free SMEs from unpaid invoices	London-based Hokodo is fintech startup with a mission to make insurance and financing available to the millions of European SMEs left behind by late and unpaid invoices. Just founded in 2018, Hokodo has been awarded €2 million by Horizon 2020, the funding programme for research and innovation run by the European Commission. Research shows that more than 20% ofinsolvencies are caused by the late or non-payment of invoices, yet invoice insurance is traditionally only sold by brokers, for whom the commissions generated by SMEs are too low to justify the cost of sale. Hence, current market penetration for SMEs is only .25%.	<triplet> Hokodo <sub> €2 million <obj> RECEIVES  <triplet> Hokodo <sub> €2 million <obj> RECEIVES  <triplet> European Commission <sub> €2 million <obj> INVESTS 
2278	Swiss fintech startup Numbrs joins unicorn club with a new round of €36 million from private investors	Zurich-based fintech startupNumbrs has raised an additional €36 million, bringing the total raised by the startup to over €200 million and its valuation to over €1 billion, making it Europe’s newest unicorn. The funding comes primarily from private investors, and will be used for expansion in Europe, notably the UK. “Venture capital and private equity funds tend to have less patience,”said Numbrs founder Martin Saidler.“They get nervous when it takes longer for a startup to earn money.” Currently around 50 families and private investors are involved in Numbrs, including Josef Ackermann, former head of Credit Suisse and Deutsche Bank, Marius Nacht, co-founder of the Israeli firm Checkpoint, and the Sovereign Wealth Fund of Dubai.	<triplet> Josef Ackermann <sub> €200 million <obj> INVESTS  <triplet> Marius Nacht <sub> €200 million <obj> INVESTS  <triplet> Sovereign Wealth Fund <sub> €200 million <obj> INVESTS  <triplet> 50 families and private investors <sub> €200 million <obj> INVESTS  <triplet> startupNumbrs <sub> €200 million <obj> RECEIVES 
3781	Zurich- and Berlin-based insurance startup FinanceFox raises $5.5 million	FinanceFox, the next-generation insurance app, today announced it has raised $5.5 million led by Salesforce Ventures, with participation from AngelList, Idinvest, Seedcamp and Speedinvest. This funding will be used to expand its marketing and sales activities in Switzerland and Germany as well as enter new markets. FinanceFox is entirely built on the Salesforce platform and helps connect insurance companies to their customers. The young company combines the personal advice of a traditional insurance business with modern app technology, thereby bringing together the evolved needs and expectations of customers, insurance brokers and insurance companies. FinanceFox aims to offer complete transparency of rates. Its coverage for customers makes modifying and managing contracts a straightforward process thanks to direct and simplified comparisons. Consumers benefit from more attractive options and personalized advice through digitized, streamlined processes. The young company aims to move the insurance brokerage process online. FinanceFox was founded in 2014 and launched on the German market on November 1st, 2015. The startup already employs over 70 people.	<triplet> FinanceFox <sub> $5.5 million <obj> RECEIVES  <triplet> Salesforce Ventures <sub> $5.5 million <obj> INVESTS  <triplet> AngelList <sub> $5.5 million <obj> INVESTS  <triplet> Idinvest <sub> $5.5 million <obj> INVESTS  <triplet> Seedcamp <sub> $5.5 million <obj> INVESTS  <triplet> Speedinvest <sub> $5.5 million <obj> INVESTS 
2037	London-based Cyclr, a SaaS company, secures €590K to expand its embedded integration platform	UK-based SaaS companyCyclrhas announced €590K of new investment, led by Juno Capita and with participation from SyndicateRoom and existing shareholders. Cyclr is a leading embedded integration Platform as a Service (embedded iPaaS) developer, based in Eastbourne and East Croydon, London. Its platform enables software companies to rapidly create and expand their integration offerings to their users’ most vital business systems. Using a visual drag and drop interface, companies can create integrations with hundreds of applications in the Cyclr ecosystem, publishing them directly into their application so their users can self-serve. For example, a company wanting to offer an integration between their application and an email marketing platform, such as MailChimp, can create and publish their integration without needing to code anything. This workflow can then be replicated to other platforms, so they can quickly provide connectivity between their SaaS platform and a while range of email marketing services.	<triplet> Juno Capita <sub> €590K <obj> INVESTS  <triplet> existing shareholders <sub> €590K <obj> INVESTS  <triplet> SyndicateRoom <sub> €590K <obj> INVESTS  <triplet> Cyclr <sub> €590K <obj> RECEIVES 
762	Munich-based Wellster raises €35 million to expand its telemedicine solutions	Wellster, a leading provider of telemedicine platform solutions in the EU, announced today that it closed a €35 million funding round. The round is led by Dermapharm with support from existing investors HV Capital, which previously invested in Zalando, FlixBus and Delivery Hero, and SevenVentures. The fresh funds will be used to expand its offering with additional medical topics and thereby tap into new target groups. Founded in 2018, Wellster integrates telemedicine, drug-based and digital therapies into vertical ‘Direct-to-Consumer’ solutions, each of which is tailored to a specific health topic. Working with the pharmacy-owned Noventi Group, the healthtech startup also assists pharmacists in accessing online channels, overall providing local pharmacies with additional revenue opportunities and enabling them to create contemporary customer loyalty. In just a few short years, the startup has grown a team of 40+, launching a brand ‘Spring’ in Germany, including portals gospring.de (intimate health) and myspring.com (hair loss), in addition to portals for mental health and medical self-tests.	<triplet> Wellster <sub> €35 million <obj> RECEIVES  <triplet> Dermapharm <sub> €35 million <obj> INVESTS  <triplet> HV Capital <sub> €35 million <obj> INVESTS  <triplet> SevenVentures <sub> €35 million <obj> INVESTS 
2421	Paris-based fintech Bleckwen raises €8.8 million for its fraud detection software to prevent financial crime	As online payments have surged, so has financial fraud – with an estimated €3.5 trillion stolen and laundered through banks each year. Paris-based Bleckwen is leading the fight against financial crime with its real-time analytics software for fraud detection and prevention in payments, and has also developed capabilities to protect banks from new threats emerging from PSD2. A spin-off from Ercom, the French cybersecurity firm, Bleckwen today announced it has raised €8.8 million in its first funding round. The funding will be used to support Bleckwen’s international expansion and the continued development of its software capabilities in AI-based fraud detection. The company’s expertise is strategically focused on anti-money laundering (AML) and counter-terrorism financing (CTF), while also protecting from other types of fraud. The round was led by Ring Capital, a Paris-based VC firm, along with existing investors, including TempoCap, Bpifrance and Ineo.	<triplet> Bleckwen <sub> €8.8 million <obj> RECEIVES  <triplet> Ring Capital <sub> €8.8 million <obj> INVESTS  <triplet> TempoCap <sub> €8.8 million <obj> INVESTS  <triplet> Bpifrance <sub> €8.8 million <obj> INVESTS  <triplet> Ineo <sub> €8.8 million <obj> INVESTS 
2035	My Online Therapy, the UK’s first virtual psychology startup, raises €4.9 million to make therapy more accessible	My Online Therapy, the UK’s first virtual psychology clinic, has secured £4.2 million in funding from the Lighthouse Investment Group. According to the UK charity Mind,one in four peoplein the UK will struggle with their mental health in any given year, which can only put increasing pressure on the demand for therapy. However, for many, visiting a therapist in person can be challenging (due to life commitments, time constraints or feelings of embarrassment) which is why there is a need to embrace technology and offer online therapy. My Online Therapy provides people with access to therapies by connecting them with leading psychologists via video or web chat. After completing a free online assessment, the platform matches the user to the most appropriate therapeutic approach and the best psychologist for their situation. The user can choose to follow this recommendation or from any of the psychologist profiles on the platform.	<triplet> My Online Therapy <sub> £4.2 million <obj> RECEIVES  <triplet> Lighthouse Investment Group <sub> £4.2 million <obj> INVESTS 
815	Paris-based Malt raises €80 million to strengthen its freelance consulting marketplace	Today Malt, a leading European freelance consulting marketplace, lands new funding of €80 million, led by Goldman Sachs Growth Equity and Eurazeo, to accelerate its tech development and international expansion. This funding will enable Malt to reinforce its leadership position within the freelance consulting market by providing a ‘one-stop-shop’ where freelance talent and companies can join forces to fuel digital transformation. Founded in 2013, Malt’s innovative marketplace instantly and accurately matches the right freelance talent to businesses’ project needs. It also offers secure and streamlined solutions for both parties to manage the freelance relationship, from issuing a brief to payment at project completion. Its new funding adds prominent investors Goldman Sachs Growth Equity and Eurazeo to existing investors, Isai and Serena, to support Malt’s ambitious growth strategy. The fundraise is even more critical in a post-COVID-19 world, where companies will look for external consultants and freelance talent to help them accelerate their digital transformation more than ever before.	<triplet> Malt <sub> €80 million <obj> RECEIVES  <triplet> Goldman Sachs Growth Equity <sub> €80 million <obj> INVESTS  <triplet> Eurazeo <sub> €80 million <obj> INVESTS  <triplet> Isai <sub> €80 million <obj> INVESTS  <triplet> Serena <sub> €80 million <obj> INVESTS 
3010	Finnish HealthTech startup Oura Health raises additional €5 million to help more people to sleep better	Oura Health, the Finnish health technology startup behind the Oura ring, raised additional €5 million, which moved its total private funding to €12.5 million. The funding round was led by US-based Bold Capital Partners and Finland’s Tesi. The fresh capital will be used to scale US market operations and push the Oura platform forward. Oura Health was founded in 2013 and is based in Oulu. The Oura app and ring, which was launched in 2015, guides wearers towards better sleep, recovery and readiness to perform by analyzing the body’s sleep, activity levels, daily rhythms and physiological responses. Former Oura Health CEO Petteri Lahtela will focus on developing new products and services in his new roles as Oura Health President and Chief Innovation Officer while continuing his position on the Oura Health board. Former Ouraring Inc. President Harpreet Rai has been appointed as the new Oura Health CEO, with US industry specialists Stephen Friend and Kevin Lin also joining the Oura Health board.	<triplet> Oura Health <sub> €5 million <obj> RECEIVES  <triplet> Oura Health <sub> €12.5 million <obj> RECEIVES  <triplet> Bold Capital Partners <sub> €5 million <obj> INVESTS  <triplet> Tesi <sub> €5 million <obj> INVESTS 
1696	Workplace analytics startup Locatee secures €3.6 million Series A	Swiss startupLocatee, the workplace analytics solution that provides office intelligence for real estate companies, has announced securing €3.6 million in Series A funding. Since its founding in 2015, the Zurich-based company has built up a corporate clientele that includes some of the world’s leading businesses, including EY, Biogen International, Zurich Insurance, and Swiss Re. With its software deployed across corporate real estate on six continents, Locatee plans to use this funding round to become the Google Analytics for office buildings. Locatee is a pioneer in extracting office occupancy data from device connectivity to LAN and Wi-Fi networks. More recently, it has also developed an integration to collect data from motion sensors, making it data-agnostic.“The compatibility with different measurement sources is what sets Locatee apart from the heavily saturated sensor market,”said Thomas Kessler, CEO and co-founder of Locatee.“In many buildings, the data is already there, in the organization’s existing IT infrastructure, or captured by motion sensors. We are bringing all those different points of information together in a single source of truth.”	<triplet> Zurich-basedcompany <sub> €3.6 million <obj> RECEIVES  <triplet> Locatee <sub> €3.6 million <obj> RECEIVES 
3138	Female-led UK FilmTech startup We Got POP raises €2.3 million and hires industry gravitas	The London-based FilmTech startup We Got POP (‘POP‘) just announced its latest funding round of €2.3 million, which was led by Octopus Ventures with participation from AllBright, Booking.com co-founder Andy Phillipps, and former KKR Partner Henrik Kraft. This round follows earlier seed investment from industry powerhouse Pinewood Studios in early 2016. Launched in 2014, POP is the platform for all people on production in the film, TV and advertising industries. 2017 was a big year for POP, growing UK casting market share to 30%, powering the casting of major blockbusters such as Ready Player One, Rogue One: A Star Wars Story, Wonder Woman and Darkest Hour, and expanding to the US with a soft-launch in NYC. Early stage investor Zoe Chambers commented: “Octopus Ventures is thrilled to support We Got POP, as they continue to revolutionise an industry that is aching for innovation. After cementing their position as a leader in applying technology to film and TV production workflows, this funding round will help their expansion plans and strengthen their pioneering approach to the FilmTech movement.”	<triplet> We Got POP <sub> €2.3 million <obj> RECEIVES  <triplet> AllBright <sub> €2.3 million <obj> INVESTS  <triplet> Andy Phillipps <sub> €2.3 million <obj> INVESTS  <triplet> Henrik Kraft <sub> €2.3 million <obj> INVESTS  <triplet> Octopus Ventures <sub> €2.3 million <obj> INVESTS 
1296	Milan-based FLEEP Technologies completes €900K seed round to bring printed electronics to market	FLEEP Technologies, a Milan-based startup hailing from the Italian Institute of Technology (IIT), just one year after its establishment, has completed a seed round of €900K, with the investment of “Eureka! Fund I – Technology Transfer” managed by EUREKA! Venture SGR. The new capital will further contribute to the company’s development plans and will be used to bring the technology of ‘printed electronics’ to market. This will mean making it possible to print integrated circuits, the basic components of computing and automatic control, as well as other essential elements for the digitalisation of information. The startup’s stellar team, 80% of whom hold PhDs, was founded in mid 2019 by the IIT research group Printed and Molecular Electronics. Led by Mario Caironi, the team includes young researchers Giorgio Dell’Erba and Paolo Colpani, and is located within the Center for Nano Science and Technology (CNST) of IIT in Milan.	<triplet> FLEEP Technologies <sub> €900K <obj> RECEIVES  <triplet> EUREKA ! Venture SGR <sub> €900K <obj> INVESTS 
3816	London-based ID startup Veridu raises £800K in seed funding for global identity platform	Veridu makes it possible to identify and build trust among people across borders and to reduce fraud. Furthermore, the London-based firm offers new customer insight at an unprecedented level. For this current investment round worth £800K, Veridu received capital from both investment funds and independent investors such as Phil McGriskin and Paul Townsend. The investment funds include Force Over Mass Capital, which is a relatively new fund focusing on the English technology sector, Knightsbridge Executive Services and Belgian Callataÿ & Wouters Ventures. Veridu was founded in 2012 in Copenhagen by Danish resident Rasmus Groth. He later moved the company to London. His vision was to create the most accurate, reliable and credible tool to quickly and effectively verify the identity of any person anywhere in the world. This is now done by his company by using advanced technology and complex algorithms. Veridu can state the probability that an individual is properly identified in seconds!	<triplet> Veridu <sub> £800K <obj> RECEIVES  <triplet> Phil McGriskin <sub> £800K <obj> INVESTS  <triplet> Paul Townsend <sub> £800K <obj> INVESTS 
1366	Bias-free hiring platform Bryq raises €1.2 million to expand across Europe and the US	Talent assessment platform Bryq announced today the closing of its €1.2 million seed funding round by BigPi Ventures, a seed-stage and technology-transfer €45 million fund. Founded in 2014 in Greece, Bryq offers a science-backed talent assessment platform to help companies remove bias from hiring and meet employer demand by enabling companies to hire for the specific skills required for each role. “Our experience has shown that the one common denominator in all successful companies has been great talent – Bryq has impressed us with its ability to support talent decisions, providing its customers with a rare competitive advantage,”said Aristos Doxiadis, Partner, Big Pi Ventures.“The recent global crisis and upheaval in the employment market make Bryq an essential tool for survival”.	<triplet> Bryq <sub> €1.2 million <obj> RECEIVES  <triplet> BigPi Ventures <sub> €1.2 million <obj> INVESTS 
1994	Paris-based PKvitality snaps up €2.25 million to develop smartwatch for diabetes management	PKvitality, a French startup specialized in bio wearables, has snapped up €2.25 million via an agreement with Beurer GmBH, the German medical product and well-being company. PKvitality, founded in 2017, is an advanced bio-wearable start-up currently working on K’Watch, a painless and discreet Continuous Glucose Monitoring (CGM) device in the form of a smartwatch. It will enable a precise and continuous monitoring of systemic glucose level anytime and anywhere. Using the same technology, PKvitality is also working on K’Watch Athlete, a smartwatch that will provide real-time monitoring of their lactic acid – an indicator of muscle fatigue – to significantly improve an athlete’s training and performance. K’Watch will be the first wearable smartwatch medical device that measures and displays glucose level continuously, effortlessly and painlessly. With K’Watch, diabetes patients will check their glucose level instantly, see the trend and how it evolves over a period of time. Patients will also receive customized automated alerts to prevent hyper & hypoglycaemia episodes for days and nights. Moreover, users have the option of alerting trusted people in case of severe episodes through notifications sent via the PK Application directly on their smartphone.	<triplet> PKvitality <sub> €2.25 million <obj> RECEIVES  <triplet> Beurer GmBH <sub> €2.25 million <obj> INVESTS 
872	Zencargo, a London-based digital freight forwarder, raises €35 million	Today Zencargo, a London-based digital freight forwarder enabling organisations (from FTSE 100 businesses to fast-growing startups) to make smarter decisions through a real-time overview of their supply chain, has raised around €35 million in Series B financing. Led by Digital+ Partners, and with participation from existing investors including HV Capital, Zencargo will use this latest round of funding to significantly grow its team – from 150 to 350 people over the next two years – and further expand internationally, to the Netherlands, Hong Kong, and the US. Zencargo has now raised a total of around €49 million, and is targeting revenues of over €115 million for this year, and over €230 million for 2022. Zencargo is a digital freight forwarder moving sea, air and road cargo, enabling businesses to be more efficient, accurate, and sustainable in their logistics operations.	<triplet> Zencargo <sub> €35 million <obj> RECEIVES  <triplet> Digital+ Partners <sub> €35 million <obj> INVESTS  <triplet> HV Capital <sub> €35 million <obj> INVESTS 
1942	French startup Gojob lands €11 million to expand its 100% online job platform	The startup Gojob, specialized in temporary work, has raised €11 million, from Alter equity, Banque des Territoires, Région Sud Investissement and Kois. This new funding means that the startup has raised €30 million in total so far. Founded in 2015, Gojob is fast becoming a leader in the temporary job market. Having placed 10,000 workers in 2019, it has a 100% digital approach based on algorithms which allows for even faster and more accurate matching, at half the cost.“We can provide a candidate in less than four hours,”promises Pascal Lorne, Founder and CEO. In addition to helping people find temporary work, the startup launched the Gojob Foundation in 2016, a fund to support non-profit projects related to inclusive employment. The foundation supports the reintegration of individuals into the work market, such as individuals with disabilities, offering training and support to launch a new project.	<triplet> Gojob <sub> €11 million <obj> RECEIVES  <triplet> Alter equity <sub> €11 million <obj> INVESTS  <triplet> Banque des Territoires <sub> €11 million <obj> INVESTS  <triplet> Région Sud Investissement <sub> €11 million <obj> INVESTS  <triplet> Kois <sub> €11 million <obj> INVESTS 
793	Berlin-based blockchain startup peaq lands €2.5 million to transform IoT into EoT – the Economy of Things	Berlin-based blockchain startup peaq has successfully raised €2.5 million in a round led by Scherzer & Co. AG, Werner Geissler (former Vice-Chairman of Procter & Gamble), as well as Meteoric VC. Founded in 2017, peaq stands for a future in which decentralized technology puts control back into the hands of the masses, supporting the democratization and sovereignty of data and identity. Since its founding, the team has developed solutions and infrastructure that enable companies to adopt new, decentralized market solutions that are optimally prepared for the ‘Economy of Things’. In the ‘Economy of Things’, devices, machines, and vehicles can monetize and trade all kinds of value autonomously, securely, and without intermediaries – what peaq foresees as the natural next step of the Internet of Things (IoT). The goal is to allow peaq’s enterprise solutions to work even more efficiently, transparently, and securely, while enabling unrestricted interoperability and value exchange across the entire EoT. With this move, peaq is also making their DAGchain technology available to the Web 3 ecosystem – the decentralized, next generation of the internet.	<triplet> peaq <sub> €2.5 million <obj> RECEIVES  <triplet> Scherzer&Co.AG <sub> €2.5 million <obj> INVESTS  <triplet> Werner Geissler <sub> €2.5 million <obj> INVESTS  <triplet> Meteoric VC <sub> €2.5 million <obj> INVESTS 
3563	Finnish eSports startup Critical Force secures €4 million seed funding from a South Korean video game conglomerate	The Finnish game studio Critical Force has partnered with South Korean video game development and publishing conglomerate NHN Entertainment and secured a seed investment of €4 million. This investment is one of the biggest seed rounds that a Finnish game development company has ever raised and marks a great milestone for the games industry in Finland’s Kainuu region. The investment lends plenty of stability and firepower to the expanding Critical Force team, and bodes well for the company’s vision of mobile eSports. The collaboration also confers access to the Asian games market as NHNE will be publishing the developer’s new title, Critical Ops, in South Korea, China, Japan, India and Southeast Asia. Critical Force was founded in 2012. Its first game title “Critical Strike2, a free-to-play game, has been downloaded 40 million times globally and its new game “Critical Ops”, has already been downloaded over 8 million times – although it is currently still in soft-launching stage,	<triplet> Critical Force <sub> €4 million <obj> RECEIVES  <triplet> NHN Entertainment <sub> €4 million <obj> INVESTS 
1834	London-based Argent raises €10.4 million Series A to make cryptocurrencies mainstream	TodayArgent, one of the first smart wallets for cryptocurrencies and decentralised applications, has announced raising approximately €10.4 million Series A led by Paradigm, the Sequoia Capital-backed fund. Argent’s existing investors, Index Ventures, Creandum and firstminute capital, also participated. Argent, founded in 2017, is a mobile smart wallet for controlling digital assets and identity. It is one of the only non-custodial wallets that offers the ease of use and security of the best new bank apps. The startup is certainly in good hands, being co-founded by Itamar Lesuisse and Gerald Goldstein, who previously founded Peak, the world’s largest brain training app (60 million downloads) which was also Apple and Android App of the Year, as well as Julien Niset, who has a PhD in quantum information. Since launch, the team has raised around €13.9 million to push its progress forward.	<triplet> Argent <sub> €10.4 million <obj> RECEIVES  <triplet> Paradigm <sub> €10.4 million <obj> INVESTS  <triplet> Index Ventures <sub> €10.4 million <obj> INVESTS  <triplet> Creandum <sub> €10.4 million <obj> INVESTS  <triplet> firstminute capital <sub> €10.4 million <obj> INVESTS 
